,start_st,weekday,date,demand,demand_int
1747,280,2,4/26/2017,13.81531512,14
1748,280,3,4/6/2017,10.21871344,10
1749,280,3,4/13/2017,10.1395032,10
1750,280,3,4/20/2017,10.05460236,10
1751,280,3,4/27/2017,9.970790343,10
1752,280,4,4/7/2017,24.7703317,25
1753,280,4,4/14/2017,24.74741184,25
1754,280,4,4/21/2017,24.72499777,25
1755,280,4,4/28/2017,24.70260203,25
1756,280,5,4/1/2017,6.968322283,7
1757,280,5,4/8/2017,6.931377772,7
1758,280,5,4/15/2017,6.881080301,7
1759,280,5,4/22/2017,6.829852602,7
1760,280,6,4/2/2017,15.64860614,16
1761,280,6,4/9/2017,15.75425705,16
1762,280,6,4/16/2017,15.71812756,16
1763,280,6,4/23/2017,15.69577176,16
1764,281,0,4/3/2017,7.244151238,7
1765,281,0,4/10/2017,7.160484697,7
1766,281,0,4/17/2017,7.078157926,7
1767,281,0,4/24/2017,6.996787366,7
1768,281,1,4/4/2017,7.275975372,7
1769,281,1,4/11/2017,7.192703356,7
1770,281,1,4/18/2017,7.118445065,7
1771,281,1,4/25/2017,7.04446602,7
1772,281,2,4/5/2017,7.930952154,8
1773,281,2,4/12/2017,7.071266808,7
1774,281,2,4/19/2017,7.313214,7
1775,281,2,4/26/2017,7.274515764,7
1776,281,3,4/6/2017,4.417176089,4
1777,281,3,4/13/2017,4.356650033,4
1778,281,3,4/20/2017,4.294133567,4
1779,281,3,4/27/2017,4.232897248,4
1780,281,4,4/7/2017,32.03067626,32
1781,281,4,4/14/2017,31.95898531,32
1782,281,4,4/21/2017,31.88838372,32
1783,281,4,4/28/2017,31.81794253,32
1784,281,5,4/1/2017,7.440262316,7
1785,281,5,4/8/2017,5.63222999,6
1786,281,5,4/15/2017,6.251335187,6
1787,281,5,4/22/2017,6.388085612,6
1788,281,6,4/2/2017,13.84914284,14
1789,281,6,4/9/2017,13.78450191,14
1790,281,6,4/16/2017,13.6955551,14
1791,281,6,4/23/2017,13.60867181,14
1792,282,0,4/3/2017,0.283960603,0
1793,282,0,4/10/2017,0.278370234,0
1794,282,0,4/17/2017,0.272639174,0
1795,282,0,4/24/2017,0.267043051,0
1796,282,1,4/4/2017,0.509874347,1
1797,282,1,4/11/2017,0.499609342,0
1798,282,1,4/18/2017,0.491272377,0
1799,282,1,4/25/2017,0.483373247,0
1800,282,2,4/5/2017,0.787824927,1
1801,282,2,4/12/2017,0.775551968,1
1802,282,2,4/19/2017,0.76341013,1
1803,282,2,4/26/2017,0.751459787,1
1804,282,3,4/6/2017,1.192457238,1
1805,282,3,4/13/2017,1.194113543,1
1806,282,3,4/20/2017,1.174419048,1
1807,282,3,4/27/2017,1.159629505,1
1808,282,4,4/7/2017,2.357931767,2
1809,282,4,4/14/2017,2.309985139,2
1810,282,4,4/21/2017,2.294119374,2
1811,282,4,4/28/2017,2.274464632,2
1812,282,5,4/1/2017,1.175610354,1
1813,282,5,4/8/2017,0.961681917,1
1814,282,5,4/15/2017,1.017348591,1
1815,282,5,4/22/2017,1.015642654,1
1816,282,6,4/2/2017,2.848250081,3
1817,282,6,4/9/2017,2.936257651,3
1818,282,6,4/16/2017,2.899840365,3
1819,282,6,4/23/2017,2.891500576,3
1820,284,0,4/3/2017,67.64844973,68
1821,284,0,4/10/2017,67.39203116,67
1822,284,0,4/17/2017,67.13448318,67
1823,284,0,4/24/2017,66.90456918,67
1824,284,1,4/4/2017,27.23461998,27
1825,284,1,4/11/2017,33.32978218,33
1826,284,1,4/18/2017,31.80401587,32
1827,284,1,4/25/2017,29.85727022,30
1828,284,2,4/5/2017,20.30350154,20
1829,284,2,4/12/2017,20.16824407,20
1830,284,2,4/19/2017,19.98123707,20
1831,284,2,4/26/2017,19.80161154,20
1832,284,3,4/6/2017,16.87330976,17
1833,284,3,4/13/2017,16.71623472,17
1834,284,3,4/20/2017,16.54108234,17
1835,284,3,4/27/2017,16.36997167,16
1836,284,4,4/7/2017,74.15328324,74
1837,284,4,4/14/2017,73.8466746,74
1838,284,4,4/21/2017,73.83131325,74
1839,284,4,4/28/2017,73.79943603,74
1840,284,5,4/1/2017,25.77047008,26
1841,284,5,4/8/2017,27.56419748,28
1842,284,5,4/15/2017,26.93055237,27
1843,284,5,4/22/2017,26.93657603,27
1844,284,6,4/2/2017,20.51308142,21
1845,284,6,4/9/2017,20.38301389,20
1846,284,6,4/16/2017,20.23120571,20
1847,284,6,4/23/2017,20.08290377,20
1848,289,0,4/3/2017,0.16218607,0
1849,289,0,4/10/2017,0.159111533,0
1850,289,0,4/17/2017,0.156284824,0
1851,289,0,4/24/2017,0.15351933,0
1852,289,1,4/4/2017,0.104939051,0
1853,289,1,4/11/2017,0.116072554,0
1854,289,1,4/18/2017,0.107706411,0
1855,289,1,4/25/2017,0.104239208,0
1856,289,2,4/5/2017,0.181927908,0
1857,289,2,4/12/2017,0.179409246,0
1858,289,2,4/19/2017,0.176132787,0
1859,289,2,4/26/2017,0.17281414,0
1860,289,3,4/6/2017,0.531592674,1
1861,289,3,4/13/2017,0.523884927,1
1862,289,3,4/20/2017,0.515971742,1
1863,289,3,4/27/2017,0.508192997,1
1864,289,4,4/7/2017,2.843872804,3
1865,289,4,4/14/2017,3.384030237,3
1866,289,4,4/21/2017,3.587411277,4
1867,289,4,4/28/2017,3.240365678,3
1868,289,5,4/1/2017,466.5848554,467
1869,289,5,4/8/2017,470.9430519,471
1870,289,5,4/15/2017,470.2906217,470
1871,289,5,4/22/2017,467.6599147,468
1872,289,6,4/2/2017,3.156614848,3
1873,289,6,4/9/2017,3.135234883,3
1874,289,6,4/16/2017,3.111076254,3
1875,289,6,4/23/2017,3.086977403,3
1876,291,0,4/3/2017,4.959010352,5
1877,291,0,4/10/2017,4.915078808,5
1878,291,0,4/17/2017,4.871876123,5
1879,291,0,4/24/2017,4.829045743,5
1880,291,1,4/4/2017,5.36999512,5
1881,291,1,4/11/2017,5.324899823,5
1882,291,1,4/18/2017,5.28018322,5
1883,291,1,4/25/2017,5.235842131,5
1884,291,2,4/5/2017,8.424274591,8
1885,291,2,4/12/2017,8.214307948,8
1886,291,2,4/19/2017,8.108807789,8
1887,291,2,4/26/2017,8.141708992,8
1888,291,3,4/6/2017,10.30041848,10
1889,291,3,4/13/2017,10.23868042,10
1890,291,3,4/20/2017,10.17772614,10
1891,291,3,4/27/2017,10.11715792,10
1892,291,4,4/7/2017,27.49154534,27
1893,291,4,4/14/2017,27.54582314,28
1894,291,4,4/21/2017,27.60329705,28
1895,291,4,4/28/2017,27.66084873,28
1896,291,5,4/1/2017,7.759643325,8
1897,291,5,4/8/2017,7.718144599,8
1898,291,5,4/15/2017,7.671494356,8
1899,291,5,4/22/2017,7.625395457,8
1900,291,6,4/2/2017,8.219241446,8
1901,291,6,4/9/2017,8.172549274,8
1902,291,6,4/16/2017,8.126122353,8
1903,291,6,4/23/2017,8.079959176,8
1904,293,0,4/3/2017,63.61432914,64
1905,293,0,4/10/2017,63.68258526,64
1906,293,0,4/17/2017,63.52219229,64
1907,293,0,4/24/2017,63.29065674,63
1908,293,1,4/4/2017,74.32491263,74
1909,293,1,4/11/2017,73.68565024,74
1910,293,1,4/18/2017,73.5897236,74
1911,293,1,4/25/2017,73.41348416,73
1912,293,2,4/5/2017,77.92531838,78
1913,293,2,4/12/2017,79.71694914,80
1914,293,2,4/19/2017,78.87835609,79
1915,293,2,4/26/2017,78.70415366,79
1916,293,3,4/6/2017,30.44748609,30
1917,293,3,4/13/2017,30.53427744,31
1918,293,3,4/20/2017,30.19447567,30
1919,293,3,4/27/2017,29.95190372,30
1920,293,4,4/7/2017,331.9241001,332
1921,293,4,4/14/2017,332.7462554,333
1922,293,4,4/21/2017,335.8052814,336
1923,293,4,4/28/2017,338.7099458,339
1924,293,5,4/1/2017,29.94597421,30
1925,293,5,4/8/2017,29.80885722,30
1926,293,5,4/15/2017,29.64315363,30
1927,293,5,4/22/2017,29.4764638,29
1928,293,6,4/2/2017,89.60485057,90
1929,293,6,4/9/2017,91.44217018,91
1930,293,6,4/16/2017,91.11871233,91
1931,293,6,4/23/2017,91.40941289,91
1932,295,0,4/3/2017,11.40175004,11
1933,295,0,4/10/2017,11.17103792,11
1934,295,0,4/17/2017,11.16853984,11
1935,295,0,4/24/2017,11.09173049,11
1936,295,1,4/4/2017,5.327070562,5
1937,295,1,4/11/2017,5.271053797,5
1938,295,1,4/18/2017,5.223424921,5
1939,295,1,4/25/2017,5.177283053,5
1940,295,2,4/5/2017,8.735509452,9
1941,295,2,4/12/2017,7.729901022,8
1942,295,2,4/19/2017,7.946636386,8
1943,295,2,4/26/2017,8.052013404,8
1944,295,3,4/6/2017,9.612633652,10
1945,295,3,4/13/2017,9.602254354,10
1946,295,3,4/20/2017,9.511464949,10
1947,295,3,4/27/2017,9.443546384,9
1948,295,4,4/7/2017,25.71903443,26
1949,295,4,4/14/2017,25.681738,26
1950,295,4,4/21/2017,25.66434137,26
1951,295,4,4/28/2017,25.6476463,26
1952,295,5,4/1/2017,9.113655674,9
1953,295,5,4/8/2017,9.054667145,9
1954,295,5,4/15/2017,8.993605126,9
1955,295,5,4/22/2017,8.932888047,9
1956,295,6,4/2/2017,12.19206375,12
1957,295,6,4/9/2017,12.12406394,12
1958,295,6,4/16/2017,12.0499125,12
1959,295,6,4/23/2017,11.9758449,12
1960,296,0,4/3/2017,18.79736672,19
1961,296,0,4/10/2017,19.80662264,20
1962,296,0,4/17/2017,19.42812662,19
1963,296,0,4/24/2017,19.05981663,19
1964,296,1,4/4/2017,8.457542662,8
1965,296,1,4/11/2017,10.41969869,10
1966,296,1,4/18/2017,9.652239951,10
1967,296,1,4/25/2017,9.136143266,9
1968,296,2,4/5/2017,8.654303753,9
1969,296,2,4/12/2017,8.587892647,9
1970,296,2,4/19/2017,8.512982304,9
1971,296,2,4/26/2017,8.439624192,8
1972,296,3,4/6/2017,12.03102453,12
1973,296,3,4/13/2017,11.99843445,12
1974,296,3,4/20/2017,11.89178664,12
1975,296,3,4/27/2017,11.8031723,12
1976,296,4,4/7/2017,2.468497098,2
1977,296,4,4/14/2017,2.443602123,2
1978,296,4,4/21/2017,2.42081037,2
1979,296,4,4/28/2017,2.398280448,2
1980,296,5,4/1/2017,15.43174944,15
1981,296,5,4/8/2017,12.99986464,13
1982,296,5,4/15/2017,14.83815214,15
1983,296,5,4/22/2017,14.24198126,14
1984,296,6,4/2/2017,19.76314142,20
1985,296,6,4/9/2017,19.64829161,20
1986,296,6,4/16/2017,19.59215287,20
1987,296,6,4/23/2017,19.52893217,20
1988,297,0,4/3/2017,16.24764202,16
1989,297,0,4/10/2017,15.75111276,16
1990,297,0,4/17/2017,15.55778114,16
1991,297,0,4/24/2017,15.5339599,16
1992,297,1,4/4/2017,12.81807987,13
1993,297,1,4/11/2017,14.85008849,15
1994,297,1,4/18/2017,13.6653569,14
1995,297,1,4/25/2017,13.32330537,13
1996,297,2,4/5/2017,1.23628578,1
1997,297,2,4/12/2017,1.105377667,1
1998,297,2,4/19/2017,0.997991314,1
1999,297,2,4/26/2017,1.073596468,1
2000,297,3,4/6/2017,4.524578187,5
2001,297,3,4/13/2017,4.460928623,4
2002,297,3,4/20/2017,4.386660663,4
2003,297,3,4/27/2017,4.315044638,4
2004,297,4,4/7/2017,17.89602307,18
2005,297,4,4/14/2017,17.64914624,18
2006,297,4,4/21/2017,17.51676548,18
2007,297,4,4/28/2017,17.37700838,17
2008,297,5,4/1/2017,9.171511253,9
2009,297,5,4/8/2017,9.093059588,9
2010,297,5,4/15/2017,8.987667006,9
2011,297,5,4/22/2017,8.886312632,9
2012,297,6,4/2/2017,14.5497262,15
2013,297,6,4/9/2017,14.71655949,15
2014,297,6,4/16/2017,14.5440504,15
2015,297,6,4/23/2017,14.44598971,14
2016,301,0,4/3/2017,12.7004842,13
2017,301,0,4/10/2017,12.91136164,13
2018,301,0,4/17/2017,12.60877662,13
2019,301,0,4/24/2017,12.52989908,13
2020,301,1,4/4/2017,7.34537175,7
2021,301,1,4/11/2017,7.6316064,8
2022,301,1,4/18/2017,7.390961652,7
2023,301,1,4/25/2017,7.259628959,7
2024,301,2,4/5/2017,5.958602024,6
2025,301,2,4/12/2017,5.71053655,6
2026,301,2,4/19/2017,5.580853087,6
2027,301,2,4/26/2017,5.612202854,6
2028,301,3,4/6/2017,9.987103156,10
2029,301,3,4/13/2017,9.888109214,10
2030,301,3,4/20/2017,9.780683708,10
2031,301,3,4/27/2017,9.675387503,10
2032,301,4,4/7/2017,4.801417764,5
2033,301,4,4/14/2017,4.626878634,5
2034,301,4,4/21/2017,4.558068405,5
2035,301,4,4/28/2017,4.509896696,5
2036,301,5,4/1/2017,6.896600528,7
2037,301,5,4/8/2017,6.814857052,7
2038,301,5,4/15/2017,6.734013791,7
2039,301,5,4/22/2017,6.654130082,7
2040,301,6,4/2/2017,12.6394824,13
2041,301,6,4/9/2017,12.53941771,13
2042,301,6,4/16/2017,12.43457729,12
2043,301,6,4/23/2017,12.33089429,12
2044,302,0,4/3/2017,9.279822051,9
2045,302,0,4/10/2017,8.900719532,9
2046,302,0,4/17/2017,8.88725283,9
2047,302,0,4/24/2017,8.892013094,9
2048,302,1,4/4/2017,4.761855496,5
2049,302,1,4/11/2017,5.497229898,5
2050,302,1,4/18/2017,5.113057866,5
2051,302,1,4/25/2017,4.889216301,5
2052,302,2,4/5/2017,8.460111266,8
2053,302,2,4/12/2017,8.40854504,8
2054,302,2,4/19/2017,8.332752429,8
2055,302,2,4/26/2017,8.263627477,8
2056,302,3,4/6/2017,4.564032606,5
2057,302,3,4/13/2017,4.516655854,5
2058,302,3,4/20/2017,4.469906455,4
2059,302,3,4/27/2017,4.423643328,4
2060,302,4,4/7/2017,7.560904663,8
2061,302,4,4/14/2017,7.496646465,7
2062,302,4,4/21/2017,7.443028324,7
2063,302,4,4/28/2017,7.390442794,7
2064,302,5,4/1/2017,4.615875316,5
2065,302,5,4/8/2017,4.576053934,5
2066,302,5,4/15/2017,4.534567568,5
2067,302,5,4/22/2017,4.493526749,4
2068,302,6,4/2/2017,5.603330683,6
2069,302,6,4/9/2017,5.563281511,6
2070,302,6,4/16/2017,5.523518586,6
2071,302,6,4/23/2017,5.484039862,5
2072,303,0,4/3/2017,24.05059202,24
2073,303,0,4/10/2017,25.10219896,25
2074,303,0,4/17/2017,25.13965945,25
2075,303,0,4/24/2017,24.59291285,25
2076,303,1,4/4/2017,16.5023432,17
2077,303,1,4/11/2017,18.74187877,19
2078,303,1,4/18/2017,17.37561419,17
2079,303,1,4/25/2017,17.31190002,17
2080,303,2,4/5/2017,11.60613897,12
2081,303,2,4/12/2017,9.914458121,10
2082,303,2,4/19/2017,10.52048417,11
2083,303,2,4/26/2017,10.50310517,11
2084,303,3,4/6/2017,8.383679187,8
2085,303,3,4/13/2017,8.307651283,8
2086,303,3,4/20/2017,8.231925995,8
2087,303,3,4/27/2017,8.156902417,8
2088,303,4,4/7/2017,42.85313002,43
2089,303,4,4/14/2017,42.93529912,43
2090,303,4,4/21/2017,43.01762577,43
2091,303,4,4/28/2017,43.10011028,43
2092,303,5,4/1/2017,4.961109212,5
2093,303,5,4/8/2017,4.936838937,5
2094,303,5,4/15/2017,4.890309055,5
2095,303,5,4/22/2017,4.846886358,5
2096,303,6,4/2/2017,12.58444123,13
2097,303,6,4/9/2017,12.55879165,13
2098,303,6,4/16/2017,12.50618459,13
2099,303,6,4/23/2017,12.4574437,12
2100,304,0,4/3/2017,13.27954735,13
2101,304,0,4/10/2017,14.03074865,14
2102,304,0,4/17/2017,13.62956915,14
2103,304,0,4/24/2017,13.44671632,13
2104,304,1,4/4/2017,6.250289106,6
2105,304,1,4/11/2017,6.686303531,7
2106,304,1,4/18/2017,6.222079969,6
2107,304,1,4/25/2017,6.293674058,6
2108,304,2,4/5/2017,9.317547581,9
2109,304,2,4/12/2017,7.992010668,8
2110,304,2,4/19/2017,8.698388386,9
2111,304,2,4/26/2017,8.420412229,8
2112,304,3,4/6/2017,2.240477508,2
2113,304,3,4/13/2017,2.211012622,2
2114,304,3,4/20/2017,2.173748656,2
2115,304,3,4/27/2017,2.1384508,2
2116,304,4,4/7/2017,20.07816175,20
2117,304,4,4/14/2017,20.02767324,20
2118,304,4,4/21/2017,19.97933504,20
2119,304,4,4/28/2017,19.93109357,20
2120,304,5,4/1/2017,1.307413105,1
2121,304,5,4/8/2017,0.926143628,1
2122,304,5,4/15/2017,1.172164365,1
2123,304,5,4/22/2017,1.087568771,1
2124,304,6,4/2/2017,3.17655965,3
2125,304,6,4/9/2017,3.191297005,3
2126,304,6,4/16/2017,3.155108974,3
2127,304,6,4/23/2017,3.128074609,3
2128,305,0,4/3/2017,25.68493907,26
2129,305,0,4/10/2017,25.66028012,26
2130,305,0,4/17/2017,25.49081791,25
2131,305,0,4/24/2017,25.36454686,25
2132,305,1,4/4/2017,11.11692793,11
2133,305,1,4/11/2017,11.02811914,11
2134,305,1,4/18/2017,10.94001981,11
2135,305,1,4/25/2017,10.85262428,11
2136,305,2,4/5/2017,31.99035787,32
2137,305,2,4/12/2017,28.12162891,28
2138,305,2,4/19/2017,28.11889835,28
2139,305,2,4/26/2017,29.38300879,29
2140,305,3,4/6/2017,11.4215005,11
2141,305,3,4/13/2017,11.29841002,11
2142,305,3,4/20/2017,11.1787365,11
2143,305,3,4/27/2017,11.06015201,11
2144,305,4,4/7/2017,59.66057795,60
2145,305,4,4/14/2017,59.13812592,59
2146,305,4,4/21/2017,59.13385379,59
2147,305,4,4/28/2017,59.18080045,59
2148,305,5,4/1/2017,3.761991121,4
2149,305,5,4/8/2017,3.767945827,4
2150,305,5,4/15/2017,3.720459071,4
2151,305,5,4/22/2017,3.682809639,4
2152,305,6,4/2/2017,3.977767289,4
2153,305,6,4/9/2017,3.735349273,4
2154,305,6,4/16/2017,3.846959601,4
2155,305,6,4/23/2017,3.793157359,4
2156,306,0,4/3/2017,7.491953663,7
2157,306,0,4/10/2017,7.405443685,7
2158,306,0,4/17/2017,7.34148396,7
2159,306,0,4/24/2017,7.273457991,7
2160,306,1,4/4/2017,2.236360776,2
2161,306,1,4/11/2017,2.676465139,3
2162,306,1,4/18/2017,2.614081246,3
2163,306,1,4/25/2017,2.418548475,2
2164,306,2,4/5/2017,2.862326118,3
2165,306,2,4/12/2017,2.737901363,3
2166,306,2,4/19/2017,2.768628247,3
2167,306,2,4/26/2017,2.711404164,3
2168,306,3,4/6/2017,2.295332733,2
2169,306,3,4/13/2017,2.263436722,2
2170,306,3,4/20/2017,2.231878912,2
2171,306,3,4/27/2017,2.200763514,2
2172,306,4,4/7/2017,19.76539703,20
2173,306,4,4/14/2017,19.67566614,20
2174,306,4,4/21/2017,19.65724955,20
2175,306,4,4/28/2017,19.63495524,20
2176,306,5,4/1/2017,5.916819903,6
2177,306,5,4/8/2017,5.748295751,6
2178,306,5,4/15/2017,5.88032213,6
2179,306,5,4/22/2017,5.762124437,6
2180,306,6,4/2/2017,3.939492079,4
2181,306,6,4/9/2017,3.928303221,4
2182,306,6,4/16/2017,3.89461539,4
2183,306,6,4/23/2017,3.864111023,4
2184,307,0,4/3/2017,23.183663,23
2185,307,0,4/10/2017,23.50705649,24
2186,307,0,4/17/2017,23.44977173,23
2187,307,0,4/24/2017,23.16807642,23
2188,307,1,4/4/2017,16.71736462,17
2189,307,1,4/11/2017,19.35655321,19
2190,307,1,4/18/2017,18.19144987,18
2191,307,1,4/25/2017,17.63843224,18
2192,307,2,4/5/2017,19.03254887,19
2193,307,2,4/12/2017,17.08554574,17
2194,307,2,4/19/2017,17.33067452,17
2195,307,2,4/26/2017,17.6576955,18
2196,307,3,4/6/2017,9.436368296,9
2197,307,3,4/13/2017,9.358281847,9
2198,307,3,4/20/2017,9.257837615,9
2199,307,3,4/27/2017,9.162494413,9
2200,307,4,4/7/2017,31.12624888,31
2201,307,4,4/14/2017,31.0303921,31
2202,307,4,4/21/2017,30.95068094,31
2203,307,4,4/28/2017,30.87079789,31
2204,307,5,4/1/2017,20.83066152,21
2205,307,5,4/8/2017,21.69282388,22
2206,307,5,4/15/2017,21.41471853,21
2207,307,5,4/22/2017,21.38390153,21
2208,307,6,4/2/2017,18.00535506,18
2209,307,6,4/9/2017,17.93560957,18
2210,307,6,4/16/2017,17.82989978,18
2211,307,6,4/23/2017,17.71993225,18
2212,308,0,4/3/2017,6.63089695,7
2213,308,0,4/10/2017,6.572927626,7
2214,308,0,4/17/2017,6.520043279,7
2215,308,0,4/24/2017,6.46724608,6
2216,308,1,4/4/2017,2.142250542,2
2217,308,1,4/11/2017,2.117086495,2
2218,308,1,4/18/2017,2.09221804,2
2219,308,1,4/25/2017,2.067641703,2
2220,308,2,4/5/2017,6.90793378,7
2221,308,2,4/12/2017,5.3558645,5
2222,308,2,4/19/2017,6.250618771,6
2223,308,2,4/26/2017,6.070633059,6
2224,308,3,4/6/2017,4.017051239,4
2225,308,3,4/13/2017,3.984440301,4
2226,308,3,4/20/2017,3.940364098,4
2227,308,3,4/27/2017,3.898435845,4
2228,308,4,4/7/2017,18.1637282,18
2229,308,4,4/14/2017,18.13107118,18
2230,308,4,4/21/2017,18.10299299,18
2231,308,4,4/28/2017,18.07504139,18
2232,308,5,4/1/2017,3.149504025,3
2233,308,5,4/8/2017,3.121718873,3
2234,308,5,4/15/2017,3.091522178,3
2235,308,5,4/22/2017,3.0614914,3
2236,308,6,4/2/2017,8.557720697,9
2237,308,6,4/9/2017,8.507739952,9
2238,308,6,4/16/2017,8.454580624,8
2239,308,6,4/23/2017,8.401627744,8
2240,309,0,4/3/2017,9.983969747,10
2241,309,0,4/10/2017,9.93883412,10
2242,309,0,4/17/2017,9.858858081,10
2243,309,0,4/24/2017,9.730695113,10
2244,309,1,4/4/2017,8.650041198,9
2245,309,1,4/11/2017,9.808698781,10
2246,309,1,4/18/2017,9.223611487,9
2247,309,1,4/25/2017,9.070228078,9
2248,309,2,4/5/2017,9.257441228,9
2249,309,2,4/12/2017,7.783046045,8
2250,309,2,4/19/2017,7.664036625,8
2251,309,2,4/26/2017,8.121051579,8
2252,309,3,4/6/2017,4.037840516,4
2253,309,3,4/13/2017,3.999199673,4
2254,309,3,4/20/2017,3.941934494,4
2255,309,3,4/27/2017,3.888867471,4
2256,309,4,4/7/2017,9.928605825,10
2257,309,4,4/14/2017,9.868408795,10
2258,309,4,4/21/2017,9.814390349,10
2259,309,4,4/28/2017,9.760806116,10
2260,309,5,4/1/2017,1.576437866,2
2261,309,5,4/8/2017,1.040937152,1
2262,309,5,4/15/2017,1.216104279,1
2263,309,5,4/22/2017,1.239155467,1
2264,309,6,4/2/2017,1.580557697,2
2265,309,6,4/9/2017,1.577514366,2
2266,309,6,4/16/2017,1.55136816,2
2267,309,6,4/23/2017,1.53010517,2
2268,310,0,4/3/2017,11.97164223,12
2269,310,0,4/10/2017,11.95449114,12
2270,310,0,4/17/2017,11.91900779,12
2271,310,0,4/24/2017,11.88113689,12
2272,310,1,4/4/2017,10.62500112,11
2273,310,1,4/11/2017,13.05336309,13
2274,310,1,4/18/2017,11.26314415,11
2275,310,1,4/25/2017,11.10389465,11
2276,310,2,4/5/2017,4.050258425,4
2277,310,2,4/12/2017,3.971263195,4
2278,310,2,4/19/2017,3.941104472,4
2279,310,2,4/26/2017,3.922480277,4
2280,310,3,4/6/2017,6.460935337,6
2281,310,3,4/13/2017,6.40851618,6
2282,310,3,4/20/2017,6.369110506,6
2283,310,3,4/27/2017,6.327995781,6
2284,310,4,4/7/2017,16.13363032,16
2285,310,4,4/14/2017,16.04369872,16
2286,310,4,4/21/2017,16.03525651,16
2287,310,4,4/28/2017,16.03309173,16
2288,310,5,4/1/2017,4.927663297,5
2289,310,5,4/8/2017,4.895067085,5
2290,310,5,4/15/2017,4.867022413,5
2291,310,5,4/22/2017,4.8385959,5
2292,310,6,4/2/2017,10.90846286,11
2293,310,6,4/9/2017,10.89769168,11
2294,310,6,4/16/2017,10.85402449,11
2295,310,6,4/23/2017,10.81465823,11
2296,311,0,4/3/2017,21.89745864,22
2297,311,0,4/10/2017,21.78035767,22
2298,311,0,4/17/2017,21.72365558,22
2299,311,0,4/24/2017,21.6571935,22
2300,311,1,4/4/2017,6.675809066,7
2301,311,1,4/11/2017,7.684685477,8
2302,311,1,4/18/2017,7.28723235,7
2303,311,1,4/25/2017,7.006038231,7
2304,311,2,4/5/2017,6.622562111,7
2305,311,2,4/12/2017,7.079151684,7
2306,311,2,4/19/2017,6.34950369,6
2307,311,2,4/26/2017,6.362682738,6
2308,311,3,4/6/2017,6.007549805,6
2309,311,3,4/13/2017,5.933739154,6
2310,311,3,4/20/2017,5.871497065,6
2311,311,3,4/27/2017,5.806651207,6
2312,311,4,4/7/2017,33.34037746,33
2313,311,4,4/14/2017,33.08586274,33
2314,311,4,4/21/2017,33.23298356,33
2315,311,4,4/28/2017,33.32385874,33
2316,311,5,4/1/2017,3.089740457,3
2317,311,5,4/8/2017,3.062892522,3
2318,311,5,4/15/2017,3.027867754,3
2319,311,5,4/22/2017,2.994011214,3
2320,311,6,4/2/2017,9.303015602,9
2321,311,6,4/9/2017,9.262965142,9
2322,311,6,4/16/2017,9.202489927,9
2323,311,6,4/23/2017,9.145910005,9
2324,312,0,4/3/2017,17.07569936,17
2325,312,0,4/10/2017,16.95871789,17
2326,312,0,4/17/2017,16.7588079,17
2327,312,0,4/24/2017,16.70171975,17
2328,312,1,4/4/2017,8.443994064,8
2329,312,1,4/11/2017,9.735227044,10
2330,312,1,4/18/2017,9.429821788,9
2331,312,1,4/25/2017,8.921145182,9
2332,312,2,4/5/2017,10.17924544,10
2333,312,2,4/12/2017,9.642789208,10
2334,312,2,4/19/2017,9.546689587,10
2335,312,2,4/26/2017,9.586468169,10
2336,312,3,4/6/2017,11.85376396,12
2337,312,3,4/13/2017,11.82735734,12
2338,312,3,4/20/2017,11.67556963,12
2339,312,3,4/27/2017,11.56540705,12
2340,312,4,4/7/2017,20.29834441,20
2341,312,4,4/14/2017,20.19106084,20
2342,312,4,4/21/2017,20.095654,20
2343,312,4,4/28/2017,20.00099746,20
2344,312,5,4/1/2017,11.06266673,11
2345,312,5,4/8/2017,10.97931104,11
2346,312,5,4/15/2017,10.89238927,11
2347,312,5,4/22/2017,10.80628304,11
2348,312,6,4/2/2017,15.84172381,16
2349,312,6,4/9/2017,15.71277398,16
2350,312,6,4/16/2017,15.58815598,16
2351,312,6,4/23/2017,15.46425667,15
2352,313,0,4/3/2017,8.159937499,8
2353,313,0,4/10/2017,7.984059165,8
2354,313,0,4/17/2017,7.857889471,8
2355,313,0,4/24/2017,7.761628511,8
2356,313,1,4/4/2017,8.888517469,9
2357,313,1,4/11/2017,8.748647992,9
2358,313,1,4/18/2017,8.735466462,9
2359,313,1,4/25/2017,8.7008068,9
2360,313,2,4/5/2017,7.838307154,8
2361,313,2,4/12/2017,7.099991697,7
2362,313,2,4/19/2017,6.790319831,7
2363,313,2,4/26/2017,7.106049061,7
2364,313,3,4/6/2017,3.554510611,4
2365,313,3,4/13/2017,3.525239114,4
2366,313,3,4/20/2017,3.487191923,3
2367,313,3,4/27/2017,3.450589596,3
2368,313,4,4/7/2017,11.93974596,12
2369,313,4,4/14/2017,11.90074714,12
2370,313,4,4/21/2017,11.86409424,12
2371,313,4,4/28/2017,11.82758792,12
2372,313,5,4/1/2017,4.428126268,4
2373,313,5,4/8/2017,4.123452869,4
2374,313,5,4/15/2017,4.279531707,4
2375,313,5,4/22/2017,4.218294827,4
2376,313,6,4/2/2017,2.996536679,3
2377,313,6,4/9/2017,2.971658408,3
2378,313,6,4/16/2017,2.945446061,3
2379,313,6,4/23/2017,2.919646711,3
2380,315,0,4/3/2017,5.948295608,6
2381,315,0,4/10/2017,5.789562488,6
