,start_st,weekday,date,demand,type
1665,7059,3,2017-07-20,116,Forecast
1666,7059,3,2017-07-27,138,Forecast
1667,7059,3,2017-08-03,141,Forecast
1668,7059,4,2017-07-14,130,Forecast
1669,7059,4,2017-07-21,121,Forecast
1670,7059,4,2017-07-28,98,Forecast
1671,7059,4,2017-08-04,150,Forecast
1672,7059,5,2017-07-15,123,Forecast
1673,7059,5,2017-07-22,129,Forecast
1674,7059,5,2017-07-29,117,Forecast
1675,7059,5,2017-08-05,107,Forecast
1676,7059,6,2017-07-16,61,Forecast
1677,7059,6,2017-07-23,71,Forecast
1678,7059,6,2017-07-30,73,Forecast
1679,7059,6,2017-08-06,73,Forecast
1680,7060,0,2017-07-17,100,Forecast
1681,7060,0,2017-07-24,114,Forecast
1682,7060,0,2017-07-31,127,Forecast
1683,7060,0,2017-08-07,97,Forecast
1684,7060,1,2017-07-11,136,Forecast
1685,7060,1,2017-07-18,128,Forecast
1686,7060,1,2017-07-25,115,Forecast
1687,7060,1,2017-08-01,113,Forecast
1688,7060,2,2017-07-12,134,Forecast
1689,7060,2,2017-07-19,127,Forecast
1690,7060,2,2017-07-26,129,Forecast
1691,7060,2,2017-08-02,108,Forecast
1692,7060,3,2017-07-13,131,Forecast
1693,7060,3,2017-07-20,116,Forecast
1694,7060,3,2017-07-27,133,Forecast
1695,7060,3,2017-08-03,137,Forecast
1696,7060,4,2017-07-14,110,Forecast
1697,7060,4,2017-07-21,125,Forecast
1698,7060,4,2017-07-28,125,Forecast
1699,7060,4,2017-08-04,137,Forecast
1700,7060,5,2017-07-15,129,Forecast
1701,7060,5,2017-07-22,135,Forecast
1702,7060,5,2017-07-29,123,Forecast
1703,7060,5,2017-08-05,152,Forecast
1704,7060,6,2017-07-16,103,Forecast
1705,7060,6,2017-07-23,111,Forecast
1706,7060,6,2017-07-30,121,Forecast
1707,7060,6,2017-08-06,146,Forecast
1708,7061,0,2017-07-17,201,Forecast
1709,7061,0,2017-07-24,202,Forecast
1710,7061,0,2017-07-31,206,Forecast
1711,7061,0,2017-08-07,197,Forecast
1712,7061,1,2017-07-11,308,Forecast
1713,7061,1,2017-07-18,293,Forecast
1714,7061,1,2017-07-25,276,Forecast
1715,7061,1,2017-08-01,300,Forecast
1716,7061,2,2017-07-12,308,Forecast
1717,7061,2,2017-07-19,288,Forecast
1718,7061,2,2017-07-26,289,Forecast
1719,7061,2,2017-08-02,281,Forecast
1720,7061,3,2017-07-13,258,Forecast
1721,7061,3,2017-07-20,288,Forecast
1722,7061,3,2017-07-27,268,Forecast
1723,7061,3,2017-08-03,282,Forecast
1724,7061,4,2017-07-14,294,Forecast
1725,7061,4,2017-07-21,288,Forecast
1726,7061,4,2017-07-28,233,Forecast
1727,7061,4,2017-08-04,283,Forecast
1728,7061,5,2017-07-15,169,Forecast
1729,7061,5,2017-07-22,142,Forecast
1730,7061,5,2017-07-29,142,Forecast
1731,7061,5,2017-08-05,128,Forecast
1732,7061,6,2017-07-16,143,Forecast
1733,7061,6,2017-07-23,150,Forecast
1734,7061,6,2017-07-30,195,Forecast
1735,7061,6,2017-08-06,168,Forecast
1736,7062,0,2017-07-17,117,Forecast
1737,7062,0,2017-07-24,98,Forecast
1738,7062,0,2017-07-31,90,Forecast
1739,7062,0,2017-08-07,149,Forecast
1740,7062,1,2017-07-11,137,Forecast
1741,7062,1,2017-07-18,132,Forecast
1742,7062,1,2017-07-25,112,Forecast
1743,7062,1,2017-08-01,138,Forecast
1744,7062,2,2017-07-12,143,Forecast
1745,7062,2,2017-07-19,154,Forecast
1746,7062,2,2017-07-26,150,Forecast
1747,7062,2,2017-08-02,148,Forecast
1748,7062,3,2017-07-13,152,Forecast
1749,7062,3,2017-07-20,135,Forecast
1750,7062,3,2017-07-27,157,Forecast
1751,7062,3,2017-08-03,168,Forecast
1752,7062,4,2017-07-14,154,Forecast
1753,7062,4,2017-07-21,146,Forecast
1754,7062,4,2017-07-28,140,Forecast
1755,7062,4,2017-08-04,149,Forecast
1756,7062,5,2017-07-15,116,Forecast
1757,7062,5,2017-07-22,134,Forecast
1758,7062,5,2017-07-29,115,Forecast
1759,7062,5,2017-08-05,101,Forecast
1760,7062,6,2017-07-16,138,Forecast
1761,7062,6,2017-07-23,130,Forecast
1762,7062,6,2017-07-30,133,Forecast
1763,7062,6,2017-08-06,101,Forecast
1764,7063,0,2017-07-17,74,Forecast
1765,7063,0,2017-07-24,148,Forecast
1766,7063,0,2017-07-31,167,Forecast
1767,7063,0,2017-08-07,203,Forecast
1768,7063,1,2017-07-11,210,Forecast
1769,7063,1,2017-07-18,30,Forecast
1770,7063,1,2017-07-25,203,Forecast
1771,7063,1,2017-08-01,191,Forecast
1772,7063,2,2017-07-12,220,Forecast
1773,7063,2,2017-07-19,261,Forecast
1774,7063,2,2017-07-26,282,Forecast
1775,7063,2,2017-08-02,247,Forecast
1776,7063,3,2017-07-13,227,Forecast
1777,7063,3,2017-07-20,256,Forecast
1778,7063,3,2017-07-27,239,Forecast
1779,7063,3,2017-08-03,261,Forecast
1780,7063,4,2017-07-14,287,Forecast
1781,7063,4,2017-07-21,326,Forecast
1782,7063,4,2017-07-28,253,Forecast
1783,7063,4,2017-08-04,278,Forecast
1784,7063,5,2017-07-15,151,Forecast
1785,7063,5,2017-07-22,177,Forecast
1786,7063,5,2017-07-29,158,Forecast
1787,7063,5,2017-08-05,169,Forecast
1788,7063,6,2017-07-16,112,Forecast
1789,7063,6,2017-07-23,56,Forecast
1790,7063,6,2017-07-30,70,Forecast
1791,7063,6,2017-08-06,103,Forecast
1792,7064,0,2017-07-17,135,Forecast
1793,7064,0,2017-07-24,109,Forecast
1794,7064,0,2017-07-31,103,Forecast
1795,7064,0,2017-08-07,108,Forecast
1796,7064,1,2017-07-11,172,Forecast
1797,7064,1,2017-07-18,161,Forecast
1798,7064,1,2017-07-25,149,Forecast
1799,7064,1,2017-08-01,67,Forecast
1800,7064,2,2017-07-12,151,Forecast
1801,7064,2,2017-07-19,183,Forecast
1802,7064,2,2017-07-26,153,Forecast
1803,7064,2,2017-08-02,88,Forecast
1804,7064,3,2017-07-13,152,Forecast
1805,7064,3,2017-07-20,133,Forecast
1806,7064,3,2017-07-27,147,Forecast
1807,7064,3,2017-08-03,157,Forecast
1808,7064,4,2017-07-14,214,Forecast
1809,7064,4,2017-07-21,158,Forecast
1810,7064,4,2017-07-28,174,Forecast
1811,7064,4,2017-08-04,161,Forecast
1812,7064,5,2017-07-15,153,Forecast
1813,7064,5,2017-07-22,132,Forecast
1814,7064,5,2017-07-29,141,Forecast
1815,7064,5,2017-08-05,126,Forecast
1816,7064,6,2017-07-16,130,Forecast
1817,7064,6,2017-07-23,102,Forecast
1818,7064,6,2017-07-30,123,Forecast
1819,7064,6,2017-08-06,130,Forecast
1820,7065,0,2017-07-17,88,Forecast
1821,7065,0,2017-07-24,89,Forecast
1822,7065,0,2017-07-31,80,Forecast
1823,7065,0,2017-08-07,99,Forecast
1824,7065,1,2017-07-11,155,Forecast
1825,7065,1,2017-07-18,137,Forecast
1826,7065,1,2017-07-25,126,Forecast
1827,7065,1,2017-08-01,136,Forecast
1828,7065,2,2017-07-12,121,Forecast
1829,7065,2,2017-07-19,105,Forecast
1830,7065,2,2017-07-26,167,Forecast
1831,7065,2,2017-08-02,123,Forecast
1832,7065,3,2017-07-13,116,Forecast
1833,7065,3,2017-07-20,96,Forecast
1834,7065,3,2017-07-27,114,Forecast
1835,7065,3,2017-08-03,125,Forecast
1836,7065,4,2017-07-14,100,Forecast
1837,7065,4,2017-07-21,62,Forecast
1838,7065,4,2017-07-28,113,Forecast
1839,7065,4,2017-08-04,87,Forecast
1840,7065,5,2017-07-15,103,Forecast
1841,7065,5,2017-07-22,108,Forecast
1842,7065,5,2017-07-29,115,Forecast
1843,7065,5,2017-08-05,104,Forecast
1844,7065,6,2017-07-16,41,Forecast
1845,7065,6,2017-07-23,36,Forecast
1846,7065,6,2017-07-30,54,Forecast
1847,7065,6,2017-08-06,63,Forecast
1848,7066,0,2017-07-17,184,Forecast
1849,7066,0,2017-07-24,191,Forecast
1850,7066,0,2017-07-31,220,Forecast
1851,7066,0,2017-08-07,184,Forecast
1852,7066,1,2017-07-11,177,Forecast
1853,7066,1,2017-07-18,146,Forecast
1854,7066,1,2017-07-25,166,Forecast
1855,7066,1,2017-08-01,168,Forecast
1856,7066,2,2017-07-12,221,Forecast
1857,7066,2,2017-07-19,219,Forecast
1858,7066,2,2017-07-26,212,Forecast
1859,7066,2,2017-08-02,169,Forecast
1860,7066,3,2017-07-13,152,Forecast
1861,7066,3,2017-07-20,192,Forecast
1862,7066,3,2017-07-27,232,Forecast
1863,7066,3,2017-08-03,205,Forecast
1864,7066,4,2017-07-14,202,Forecast
1865,7066,4,2017-07-21,199,Forecast
1866,7066,4,2017-07-28,199,Forecast
1867,7066,4,2017-08-04,187,Forecast
1868,7066,5,2017-07-15,177,Forecast
1869,7066,5,2017-07-22,191,Forecast
1870,7066,5,2017-07-29,178,Forecast
1871,7066,5,2017-08-05,191,Forecast
1872,7066,6,2017-07-16,175,Forecast
1873,7066,6,2017-07-23,176,Forecast
1874,7066,6,2017-07-30,219,Forecast
1875,7066,6,2017-08-06,184,Forecast
1876,7067,0,2017-07-17,245,Forecast
1877,7067,0,2017-07-24,244,Forecast
1878,7067,0,2017-07-31,286,Forecast
1879,7067,0,2017-08-07,286,Forecast
1880,7067,1,2017-07-11,354,Forecast
1881,7067,1,2017-07-18,315,Forecast
1882,7067,1,2017-07-25,278,Forecast
1883,7067,1,2017-08-01,316,Forecast
1884,7067,2,2017-07-12,316,Forecast
1885,7067,2,2017-07-19,310,Forecast
1886,7067,2,2017-07-26,309,Forecast
1887,7067,2,2017-08-02,283,Forecast
1888,7067,3,2017-07-13,334,Forecast
1889,7067,3,2017-07-20,438,Forecast
1890,7067,3,2017-07-27,308,Forecast
1891,7067,3,2017-08-03,352,Forecast
1892,7067,4,2017-07-14,331,Forecast
1893,7067,4,2017-07-21,282,Forecast
1894,7067,4,2017-07-28,315,Forecast
1895,7067,4,2017-08-04,315,Forecast
1896,7067,5,2017-07-15,221,Forecast
1897,7067,5,2017-07-22,277,Forecast
1898,7067,5,2017-07-29,260,Forecast
1899,7067,5,2017-08-05,266,Forecast
1900,7067,6,2017-07-16,263,Forecast
1901,7067,6,2017-07-23,251,Forecast
1902,7067,6,2017-07-30,246,Forecast
1903,7067,6,2017-08-06,237,Forecast
1904,7068,0,2017-07-17,172,Forecast
1905,7068,0,2017-07-24,186,Forecast
1906,7068,0,2017-07-31,166,Forecast
1907,7068,0,2017-08-07,178,Forecast
1908,7068,1,2017-07-11,191,Forecast
1909,7068,1,2017-07-18,205,Forecast
1910,7068,1,2017-07-25,186,Forecast
1911,7068,1,2017-08-01,211,Forecast
1912,7068,2,2017-07-12,216,Forecast
1913,7068,2,2017-07-19,220,Forecast
1914,7068,2,2017-07-26,229,Forecast
1915,7068,2,2017-08-02,227,Forecast
1916,7068,3,2017-07-13,220,Forecast
1917,7068,3,2017-07-20,236,Forecast
1918,7068,3,2017-07-27,244,Forecast
1919,7068,3,2017-08-03,267,Forecast
1920,7068,4,2017-07-14,240,Forecast
1921,7068,4,2017-07-21,216,Forecast
1922,7068,4,2017-07-28,252,Forecast
1923,7068,4,2017-08-04,237,Forecast
1924,7068,5,2017-07-15,241,Forecast
1925,7068,5,2017-07-22,229,Forecast
1926,7068,5,2017-07-29,253,Forecast
1927,7068,5,2017-08-05,264,Forecast
1928,7068,6,2017-07-16,100,Forecast
1929,7068,6,2017-07-23,136,Forecast
1930,7068,6,2017-07-30,139,Forecast
1931,7068,6,2017-08-06,118,Forecast
1932,7069,0,2017-07-17,107,Forecast
1933,7069,0,2017-07-24,97,Forecast
1934,7069,0,2017-07-31,116,Forecast
1935,7069,0,2017-08-07,96,Forecast
1936,7069,1,2017-07-11,104,Forecast
1937,7069,1,2017-07-18,100,Forecast
1938,7069,1,2017-07-25,96,Forecast
1939,7069,1,2017-08-01,97,Forecast
1940,7069,2,2017-07-12,84,Forecast
1941,7069,2,2017-07-19,80,Forecast
1942,7069,2,2017-07-26,79,Forecast
1943,7069,2,2017-08-02,83,Forecast
1944,7069,3,2017-07-13,60,Forecast
1945,7069,3,2017-07-20,77,Forecast
1946,7069,3,2017-07-27,90,Forecast
1947,7069,3,2017-08-03,100,Forecast
1948,7069,4,2017-07-14,86,Forecast
1949,7069,4,2017-07-21,109,Forecast
1950,7069,4,2017-07-28,63,Forecast
1951,7069,4,2017-08-04,69,Forecast
1952,7069,5,2017-07-15,90,Forecast
1953,7069,5,2017-07-22,111,Forecast
1954,7069,5,2017-07-29,103,Forecast
1955,7069,5,2017-08-05,79,Forecast
1956,7069,6,2017-07-16,111,Forecast
1957,7069,6,2017-07-23,131,Forecast
1958,7069,6,2017-07-30,103,Forecast
1959,7069,6,2017-08-06,111,Forecast
1960,7070,0,2017-07-17,68,Forecast
1961,7070,0,2017-07-24,67,Forecast
1962,7070,0,2017-07-31,72,Forecast
1963,7070,0,2017-08-07,63,Forecast
1964,7070,1,2017-07-11,87,Forecast
1965,7070,1,2017-07-18,115,Forecast
1966,7070,1,2017-07-25,72,Forecast
1967,7070,1,2017-08-01,91,Forecast
1968,7070,2,2017-07-12,96,Forecast
1969,7070,2,2017-07-19,101,Forecast
1970,7070,2,2017-07-26,91,Forecast
1971,7070,2,2017-08-02,94,Forecast
1972,7070,3,2017-07-13,70,Forecast
1973,7070,3,2017-07-20,108,Forecast
1974,7070,3,2017-07-27,105,Forecast
1975,7070,3,2017-08-03,100,Forecast
1976,7070,4,2017-07-14,88,Forecast
1977,7070,4,2017-07-21,67,Forecast
1978,7070,4,2017-07-28,76,Forecast
1979,7070,4,2017-08-04,82,Forecast
1980,7070,5,2017-07-15,65,Forecast
1981,7070,5,2017-07-22,90,Forecast
1982,7070,5,2017-07-29,114,Forecast
1983,7070,5,2017-08-05,88,Forecast
1984,7070,6,2017-07-16,34,Forecast
1985,7070,6,2017-07-23,40,Forecast
1986,7070,6,2017-07-30,51,Forecast
1987,7070,6,2017-08-06,44,Forecast
1988,7071,0,2017-07-17,85,Forecast
1989,7071,0,2017-07-24,79,Forecast
1990,7071,0,2017-07-31,83,Forecast
1991,7071,0,2017-08-07,86,Forecast
1992,7071,1,2017-07-11,112,Forecast
1993,7071,1,2017-07-18,109,Forecast
1994,7071,1,2017-07-25,100,Forecast
1995,7071,1,2017-08-01,121,Forecast
1996,7071,2,2017-07-12,113,Forecast
1997,7071,2,2017-07-19,109,Forecast
1998,7071,2,2017-07-26,98,Forecast
1999,7071,2,2017-08-02,100,Forecast
2000,7071,3,2017-07-13,99,Forecast
2001,7071,3,2017-07-20,120,Forecast
2002,7071,3,2017-07-27,102,Forecast
2003,7071,3,2017-08-03,121,Forecast
2004,7071,4,2017-07-14,87,Forecast
2005,7071,4,2017-07-21,99,Forecast
2006,7071,4,2017-07-28,104,Forecast
2007,7071,4,2017-08-04,105,Forecast
2008,7071,5,2017-07-15,98,Forecast
2009,7071,5,2017-07-22,102,Forecast
2010,7071,5,2017-07-29,116,Forecast
2011,7071,5,2017-08-05,115,Forecast
2012,7071,6,2017-07-16,55,Forecast
2013,7071,6,2017-07-23,61,Forecast
2014,7071,6,2017-07-30,74,Forecast
2015,7071,6,2017-08-06,67,Forecast
2016,7072,0,2017-07-17,166,Forecast
2017,7072,0,2017-07-24,166,Forecast
2018,7072,0,2017-07-31,166,Forecast
2019,7072,0,2017-08-07,166,Forecast
2020,7072,1,2017-07-11,153,Forecast
2021,7072,1,2017-07-18,153,Forecast
2022,7072,1,2017-07-25,153,Forecast
2023,7072,1,2017-08-01,153,Forecast
2024,7072,2,2017-07-12,169,Forecast
2025,7072,2,2017-07-19,169,Forecast
2026,7072,2,2017-07-26,169,Forecast
2027,7072,2,2017-08-02,169,Forecast
2028,7072,3,2017-07-13,186,Forecast
2029,7072,3,2017-07-20,186,Forecast
2030,7072,3,2017-07-27,186,Forecast
2031,7072,3,2017-08-03,186,Forecast
2032,7072,4,2017-07-14,180,Forecast
2033,7072,4,2017-07-21,180,Forecast
2034,7072,4,2017-07-28,180,Forecast
2035,7072,4,2017-08-04,180,Forecast
2036,7072,5,2017-07-15,178,Forecast
2037,7072,5,2017-07-22,178,Forecast
2038,7072,5,2017-07-29,178,Forecast
2039,7072,5,2017-08-05,178,Forecast
2040,7072,6,2017-07-16,170,Forecast
2041,7072,6,2017-07-23,170,Forecast
2042,7072,6,2017-07-30,170,Forecast
2043,7072,6,2017-08-06,170,Forecast
2044,7073,0,2017-07-17,96,Forecast
2045,7073,0,2017-07-24,99,Forecast
2046,7073,0,2017-07-31,109,Forecast
2047,7073,0,2017-08-07,96,Forecast
2048,7073,1,2017-07-11,88,Forecast
2049,7073,1,2017-07-18,93,Forecast
2050,7073,1,2017-07-25,103,Forecast
2051,7073,1,2017-08-01,111,Forecast
2052,7073,2,2017-07-12,95,Forecast
2053,7073,2,2017-07-19,92,Forecast
2054,7073,2,2017-07-26,118,Forecast
2055,7073,2,2017-08-02,94,Forecast
2056,7073,3,2017-07-13,94,Forecast
2057,7073,3,2017-07-20,96,Forecast
2058,7073,3,2017-07-27,104,Forecast
2059,7073,3,2017-08-03,111,Forecast
2060,7073,4,2017-07-14,82,Forecast
2061,7073,4,2017-07-21,92,Forecast
2062,7073,4,2017-07-28,120,Forecast
2063,7073,4,2017-08-04,97,Forecast
2064,7073,5,2017-07-15,96,Forecast
2065,7073,5,2017-07-22,104,Forecast
2066,7073,5,2017-07-29,98,Forecast
2067,7073,5,2017-08-05,95,Forecast
2068,7073,6,2017-07-16,70,Forecast
2069,7073,6,2017-07-23,90,Forecast
2070,7073,6,2017-07-30,79,Forecast
2071,7073,6,2017-08-06,92,Forecast
2072,7074,0,2017-07-17,357,Forecast
2073,7074,0,2017-07-24,421,Forecast
2074,7074,0,2017-07-31,373,Forecast
2075,7074,0,2017-08-07,400,Forecast
2076,7074,1,2017-07-11,476,Forecast
2077,7074,1,2017-07-18,449,Forecast
2078,7074,1,2017-07-25,334,Forecast
2079,7074,1,2017-08-01,405,Forecast
2080,7074,2,2017-07-12,414,Forecast
2081,7074,2,2017-07-19,436,Forecast
2082,7074,2,2017-07-26,372,Forecast
2083,7074,2,2017-08-02,370,Forecast
2084,7074,3,2017-07-13,323,Forecast
2085,7074,3,2017-07-20,434,Forecast
2086,7074,3,2017-07-27,372,Forecast
2087,7074,3,2017-08-03,431,Forecast
2088,7074,4,2017-07-14,363,Forecast
2089,7074,4,2017-07-21,338,Forecast
2090,7074,4,2017-07-28,358,Forecast
2091,7074,4,2017-08-04,331,Forecast
2092,7074,5,2017-07-15,350,Forecast
2093,7074,5,2017-07-22,484,Forecast
2094,7074,5,2017-07-29,424,Forecast
2095,7074,5,2017-08-05,406,Forecast
2096,7074,6,2017-07-16,367,Forecast
2097,7074,6,2017-07-23,383,Forecast
2098,7074,6,2017-07-30,340,Forecast
2099,7074,6,2017-08-06,363,Forecast
2100,7075,0,2017-07-17,104,Forecast
2101,7075,0,2017-07-24,123,Forecast
2102,7075,0,2017-07-31,107,Forecast
2103,7075,0,2017-08-07,105,Forecast
2104,7075,1,2017-07-11,118,Forecast
2105,7075,1,2017-07-18,125,Forecast
2106,7075,1,2017-07-25,131,Forecast
2107,7075,1,2017-08-01,147,Forecast
2108,7075,2,2017-07-12,165,Forecast
2109,7075,2,2017-07-19,142,Forecast
2110,7075,2,2017-07-26,173,Forecast
2111,7075,2,2017-08-02,185,Forecast
2112,7075,3,2017-07-13,131,Forecast
2113,7075,3,2017-07-20,163,Forecast
2114,7075,3,2017-07-27,175,Forecast
2115,7075,3,2017-08-03,146,Forecast
2116,7075,4,2017-07-14,137,Forecast
2117,7075,4,2017-07-21,132,Forecast
2118,7075,4,2017-07-28,148,Forecast
2119,7075,4,2017-08-04,116,Forecast
2120,7075,5,2017-07-15,108,Forecast
2121,7075,5,2017-07-22,78,Forecast
2122,7075,5,2017-07-29,94,Forecast
2123,7075,5,2017-08-05,91,Forecast
2124,7075,6,2017-07-16,104,Forecast
2125,7075,6,2017-07-23,95,Forecast
2126,7075,6,2017-07-30,90,Forecast
2127,7075,6,2017-08-06,95,Forecast
2128,7076,0,2017-07-17,153,Forecast
2129,7076,0,2017-07-24,142,Forecast
2130,7076,0,2017-07-31,150,Forecast
2131,7076,0,2017-08-07,154,Forecast
2132,7076,1,2017-07-11,173,Forecast
2133,7076,1,2017-07-18,131,Forecast
2134,7076,1,2017-07-25,151,Forecast
2135,7076,1,2017-08-01,136,Forecast
2136,7076,2,2017-07-12,148,Forecast
2137,7076,2,2017-07-19,172,Forecast
2138,7076,2,2017-07-26,153,Forecast
2139,7076,2,2017-08-02,144,Forecast
2140,7076,3,2017-07-13,152,Forecast
2141,7076,3,2017-07-20,195,Forecast
2142,7076,3,2017-07-27,166,Forecast
2143,7076,3,2017-08-03,198,Forecast
2144,7076,4,2017-07-14,189,Forecast
2145,7076,4,2017-07-21,172,Forecast
2146,7076,4,2017-07-28,180,Forecast
2147,7076,4,2017-08-04,194,Forecast
2148,7076,5,2017-07-15,165,Forecast
2149,7076,5,2017-07-22,150,Forecast
2150,7076,5,2017-07-29,185,Forecast
2151,7076,5,2017-08-05,156,Forecast
2152,7076,6,2017-07-16,149,Forecast
2153,7076,6,2017-07-23,159,Forecast
2154,7076,6,2017-07-30,147,Forecast
2155,7076,6,2017-08-06,141,Forecast
2156,7077,0,2017-07-17,163,Forecast
2157,7077,0,2017-07-24,106,Forecast
2158,7077,0,2017-07-31,121,Forecast
2159,7077,0,2017-08-07,141,Forecast
2160,7077,1,2017-07-11,217,Forecast
2161,7077,1,2017-07-18,215,Forecast
2162,7077,1,2017-07-25,131,Forecast
2163,7077,1,2017-08-01,208,Forecast
2164,7077,2,2017-07-12,211,Forecast
2165,7077,2,2017-07-19,213,Forecast
2166,7077,2,2017-07-26,215,Forecast
2167,7077,2,2017-08-02,227,Forecast
2168,7077,3,2017-07-13,234,Forecast
2169,7077,3,2017-07-20,238,Forecast
2170,7077,3,2017-07-27,232,Forecast
2171,7077,3,2017-08-03,251,Forecast
2172,7077,4,2017-07-14,188,Forecast
2173,7077,4,2017-07-21,230,Forecast
2174,7077,4,2017-07-28,209,Forecast
2175,7077,4,2017-08-04,214,Forecast
2176,7077,5,2017-07-15,192,Forecast
2177,7077,5,2017-07-22,243,Forecast
2178,7077,5,2017-07-29,205,Forecast
2179,7077,5,2017-08-05,234,Forecast
2180,7077,6,2017-07-16,107,Forecast
2181,7077,6,2017-07-23,127,Forecast
2182,7077,6,2017-07-30,103,Forecast
2183,7077,6,2017-08-06,112,Forecast
2184,7078,0,2017-07-17,97,Forecast
2185,7078,0,2017-07-24,106,Forecast
2186,7078,0,2017-07-31,89,Forecast
2187,7078,0,2017-08-07,82,Forecast
2188,7078,1,2017-07-11,83,Forecast
2189,7078,1,2017-07-18,70,Forecast
2190,7078,1,2017-07-25,92,Forecast
2191,7078,1,2017-08-01,104,Forecast
2192,7078,2,2017-07-12,87,Forecast
2193,7078,2,2017-07-19,107,Forecast
2194,7078,2,2017-07-26,120,Forecast
2195,7078,2,2017-08-02,125,Forecast
2196,7078,3,2017-07-13,120,Forecast
2197,7078,3,2017-07-20,142,Forecast
2198,7078,3,2017-07-27,103,Forecast
2199,7078,3,2017-08-03,112,Forecast
2200,7078,4,2017-07-14,102,Forecast
2201,7078,4,2017-07-21,126,Forecast
2202,7078,4,2017-07-28,102,Forecast
2203,7078,4,2017-08-04,117,Forecast
2204,7078,5,2017-07-15,68,Forecast
2205,7078,5,2017-07-22,52,Forecast
2206,7078,5,2017-07-29,82,Forecast
2207,7078,5,2017-08-05,72,Forecast
2208,7078,6,2017-07-16,68,Forecast
2209,7078,6,2017-07-23,92,Forecast
2210,7078,6,2017-07-30,75,Forecast
2211,7078,6,2017-08-06,73,Forecast
2212,7079,0,2017-07-17,81,Forecast
2213,7079,0,2017-07-24,112,Forecast
2214,7079,0,2017-07-31,91,Forecast
2215,7079,0,2017-08-07,94,Forecast
2216,7079,1,2017-07-11,84,Forecast
2217,7079,1,2017-07-18,82,Forecast
2218,7079,1,2017-07-25,95,Forecast
2219,7079,1,2017-08-01,92,Forecast
2220,7079,2,2017-07-12,89,Forecast
2221,7079,2,2017-07-19,88,Forecast
2222,7079,2,2017-07-26,90,Forecast
2223,7079,2,2017-08-02,86,Forecast
2224,7079,3,2017-07-13,73,Forecast
2225,7079,3,2017-07-20,93,Forecast
2226,7079,3,2017-07-27,100,Forecast
2227,7079,3,2017-08-03,90,Forecast
2228,7079,4,2017-07-14,87,Forecast
2229,7079,4,2017-07-21,86,Forecast
2230,7079,4,2017-07-28,107,Forecast
2231,7079,4,2017-08-04,112,Forecast
2232,7079,5,2017-07-15,95,Forecast
2233,7079,5,2017-07-22,109,Forecast
2234,7079,5,2017-07-29,94,Forecast
2235,7079,5,2017-08-05,104,Forecast
2236,7079,6,2017-07-16,73,Forecast
2237,7079,6,2017-07-23,94,Forecast
2238,7079,6,2017-07-30,92,Forecast
2239,7079,6,2017-08-06,101,Forecast
2240,7083,0,2017-05-22,79,Forecast
2241,7083,0,2017-05-29,82,Forecast
2242,7083,0,2017-06-05,72,Forecast
2243,7083,0,2017-06-12,65,Forecast
2244,7083,1,2017-05-23,86,Forecast
2245,7083,1,2017-05-30,74,Forecast
2246,7083,1,2017-06-06,75,Forecast
2247,7083,1,2017-06-13,49,Forecast
2248,7083,2,2017-05-24,72,Forecast
2249,7083,2,2017-05-31,67,Forecast
2250,7083,2,2017-06-07,79,Forecast
2251,7083,2,2017-06-14,66,Forecast
2252,7083,3,2017-05-25,116,Forecast
2253,7083,3,2017-06-01,116,Forecast
2254,7083,3,2017-06-08,98,Forecast
2255,7083,3,2017-06-15,134,Forecast
2256,7083,4,2017-05-19,128,Forecast
2257,7083,4,2017-05-26,103,Forecast
2258,7083,4,2017-06-02,112,Forecast
2259,7083,4,2017-06-09,106,Forecast
2260,7083,5,2017-05-20,83,Forecast
2261,7083,5,2017-05-27,177,Forecast
2262,7083,5,2017-06-03,158,Forecast
2263,7083,5,2017-06-10,215,Forecast
2264,7083,6,2017-05-21,134,Forecast
2265,7083,6,2017-05-28,93,Forecast
2266,7083,6,2017-06-04,150,Forecast
2267,7083,6,2017-06-11,155,Forecast
2268,7084,0,2017-07-17,107,Forecast
2269,7084,0,2017-07-24,122,Forecast
2270,7084,0,2017-07-31,132,Forecast
2271,7084,0,2017-08-07,132,Forecast
2272,7084,1,2017-07-11,128,Forecast
2273,7084,1,2017-07-18,144,Forecast
2274,7084,1,2017-07-25,135,Forecast
2275,7084,1,2017-08-01,136,Forecast
2276,7084,2,2017-07-12,133,Forecast
2277,7084,2,2017-07-19,155,Forecast
2278,7084,2,2017-07-26,133,Forecast
2279,7084,2,2017-08-02,114,Forecast
2280,7084,3,2017-07-13,134,Forecast
2281,7084,3,2017-07-20,151,Forecast
2282,7084,3,2017-07-27,127,Forecast
2283,7084,3,2017-08-03,153,Forecast
2284,7084,4,2017-07-14,142,Forecast
2285,7084,4,2017-07-21,140,Forecast
2286,7084,4,2017-07-28,122,Forecast
2287,7084,4,2017-08-04,131,Forecast
2288,7084,5,2017-07-15,86,Forecast
2289,7084,5,2017-07-22,132,Forecast
2290,7084,5,2017-07-29,83,Forecast
2291,7084,5,2017-08-05,111,Forecast
2292,7084,6,2017-07-16,99,Forecast
2293,7084,6,2017-07-23,109,Forecast
2294,7084,6,2017-07-30,92,Forecast
2295,7084,6,2017-08-06,93,Forecast
2296,7085,0,2017-07-17,83,Forecast
2297,7085,0,2017-07-24,51,Forecast
2298,7085,0,2017-07-31,32,Forecast
2299,7085,0,2017-08-07,64,Forecast
